# HMCode_logT_AGN m_wdm ombh2 mnu tau nnu ns theta logA omch2
2.763072666966307224e+04 -2.227959906936783341e+01 7.047886531442883424e+06 1.081379328517546819e+05 3.241813465269322623e+05 1.072568241775639472e+05 -6.940650802234406583e+05 1.458996176156050293e+06 -5.090806564981635311e+05 -6.738647129920203239e+06
-2.227959906936783341e+01 2.751102684707795384e-02 -5.643692991928262018e+03 -8.142794495799471122e+01 -3.096739594503640660e+02 -8.096919364449986745e+01 5.682407778773558675e+02 -1.108204748417477276e+03 4.168932724467222215e+02 5.052579758965537621e+03
7.047886531442883424e+06 -5.643692991928262018e+03 1.091175865785552025e+10 3.007762318861260638e+07 -2.370513969914013445e+08 7.912121704162296373e+04 4.359694867506285757e+07 -4.930735038511606455e+08 2.541734281854588911e+07 -1.846930088360721588e+09
1.081379328517546819e+05 -8.142794495799471122e+01 3.007762318861260638e+07 4.642649781379923807e+05 1.145946481914807577e+06 4.526609518671278493e+05 -2.761878068966044579e+06 6.261167700851338916e+06 -2.062044959990464384e+06 -2.875895992930652946e+07
3.241813465269322623e+05 -3.096739594503640660e+02 -2.370513969914013445e+08 1.145946481914807577e+06 2.984452867660510913e+07 2.687338668580051977e+06 -2.181070086343718320e+07 6.801979878227835894e+07 -1.877748620342688262e+07 -6.447237539160630852e+07
1.072568241775639472e+05 -8.096919364449986745e+01 7.912121704162296373e+04 4.526609518671278493e+05 2.687338668580051977e+06 5.678777920575020835e+05 -3.750553331752702594e+06 9.936411521571850404e+06 -2.810084248677830677e+06 -2.806160158517666161e+07
-6.940650802234406583e+05 5.682407778773558675e+02 4.359694867506285757e+07 -2.761878068966044579e+06 -2.181070086343718320e+07 -3.750553331752702594e+06 2.633253697746522725e+07 -7.097239263113902509e+07 1.987733511762496829e+07 1.706627255673369467e+08
1.458996176156050293e+06 -1.108204748417477276e+03 -4.930735038511606455e+08 6.261167700851338916e+06 6.801979878227835894e+07 9.936411521571850404e+06 -7.097239263113902509e+07 5.831554278527271748e+08 -5.389227742090804875e+07 -3.495401236888524294e+08
-5.090806564981635311e+05 4.168932724467222215e+02 2.541734281854588911e+07 -2.062044959990464384e+06 -1.877748620342688262e+07 -2.810084248677830677e+06 1.987733511762496829e+07 -5.389227742090804875e+07 1.610163068838236481e+07 1.245039441874795258e+08
-6.738647129920203239e+06 5.052579758965537621e+03 -1.846930088360721588e+09 -2.875895992930652946e+07 -6.447237539160630852e+07 -2.806160158517666161e+07 1.706627255673369467e+08 -3.495401236888524294e+08 1.245039441874795258e+08 1.795549317071223497e+09
