# m_wdm ombh2 mnu tau nnu ns theta logA omch2
1.301991876181330787e-03 -1.354653017836419394e+03 -2.278004933270677412e+01 -9.868003687029271020e+01 -2.600022211861080734e+01 1.747318207946206599e+02 -3.773038340882844750e+02 1.300640906396928642e+02 1.529931988043146930e+03
-1.354653017836419394e+03 1.506822064986215591e+10 8.963266304593658447e+07 1.278684321968696713e+08 5.902547475298708677e+07 -1.733620210259059966e+08 2.800348757910524011e+08 -3.714218108482416868e+08 -4.981770440478364944e+09
-2.278004933270677412e+01 8.963266304593658447e+07 1.619329860879068729e+06 7.904789640422579832e+06 1.666238737382140243e+06 -7.874562548141739331e+06 2.472570067573724687e+07 -9.548459383496718481e+06 -9.212329682603351772e+07
-9.868003687029271020e+01 1.278684321968696713e+08 7.904789640422579832e+06 6.902147880676275492e+07 9.607975257733324543e+06 -5.026713082421968877e+07 1.743391224952927530e+08 -6.210441860229838639e+07 -4.281290367176340222e+08
-2.600022211861080734e+01 5.902547475298708677e+07 1.666238737382140243e+06 9.607975257733324543e+06 1.868510200731145451e+06 -9.549778450643783435e+06 3.028179356175965071e+07 -1.057903959923620149e+07 -9.615802943142127991e+07
1.747318207946206599e+02 -1.733620210259059966e+08 -7.874562548141739331e+06 -5.026713082421968877e+07 -9.549778450643783435e+06 5.460594143949048966e+07 -1.632356388384054005e+08 5.255240700627698749e+07 4.739290071779327989e+08
-3.773038340882844750e+02 2.800348757910524011e+08 2.472570067573724687e+07 1.743391224952927530e+08 3.028179356175965071e+07 -1.632356388384054005e+08 7.238752942202311754e+08 -1.728199418533835709e+08 -1.409596535630780935e+09
1.300640906396928642e+02 -3.714218108482416868e+08 -9.548459383496718481e+06 -6.210441860229838639e+07 -1.057903959923620149e+07 5.255240700627698749e+07 -1.728199418533835709e+08 6.420490288363493979e+07 5.325954695315959454e+08
1.529931988043146930e+03 -4.981770440478364944e+09 -9.212329682603351772e+07 -4.281290367176340222e+08 -9.615802943142127991e+07 4.739290071779327989e+08 -1.409596535630780935e+09 5.325954695315959454e+08 5.363303030461956024e+09
