# A_ksz logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.197442916946283355e+07 1.809961579309908301e+07 6.179574495015552884e+02 -2.979115688094619662e+06 4.070149657679442316e+07 -3.509723659988144413e+06 2.455386393091078103e+07 -1.710007069821741879e+08 2.024525341117372215e+08 -1.493068608050282858e+07 -5.246511827432563901e+07
1.809961579309908301e+07 6.420576941687208414e+07 2.542270499419577732e+02 -9.548620179337706417e+06 1.806738278565484285e+07 -1.057918600866376609e+07 5.255355430474939942e+07 -3.714294883242840171e+08 5.326053436625373960e+08 -6.210509631458642334e+07 -1.728217205298187435e+08
6.179574495015552884e+02 2.542270499419577732e+02 2.062264473900386752e-02 -4.245777814069437284e+01 9.495661077965219192e+02 -4.946478094136480763e+01 3.531007285389968615e+02 -2.658875667813216296e+03 2.909870715121351168e+03 -2.029754116626016582e+02 -7.186792217730451284e+02
-2.979115688094619662e+06 -9.548620179337706417e+06 -4.245777814069437284e+01 1.620111155245024012e+06 -2.995279576424406841e+06 1.665501148427488049e+06 -7.874776866695991717e+06 8.962117762731596828e+07 -9.208617243256166577e+07 7.904910956613331102e+06 2.469281766556488350e+07
4.070149657679442316e+07 1.806738278565484285e+07 9.495661077965219192e+02 -2.995279576424406841e+06 5.695936425378286093e+07 -3.467341180227470119e+06 2.506296410497652739e+07 -1.995219507459255457e+08 2.057810718611901104e+08 -1.456500746408937871e+07 -4.972262361571750790e+07
-3.509723659988144413e+06 -1.057918600866376609e+07 -4.946478094136480763e+01 1.665501148427488049e+06 -3.467341180227470119e+06 1.869314954689817503e+06 -9.549973071875529364e+06 5.903994846514815837e+07 -9.619948687672321498e+07 9.608087125115498900e+06 3.031597080152701959e+07
2.455386393091078103e+07 5.255355430474939942e+07 3.531007285389968615e+02 -7.874776866695991717e+06 2.506296410497652739e+07 -9.549973071875529364e+06 5.460747660094816238e+07 -1.733725769541227818e+08 4.739422144579697847e+08 -5.026801435957083851e+07 -1.632379726146758497e+08
-1.710007069821741879e+08 -3.714294883242840171e+08 -2.658875667813216296e+03 8.962117762731596828e+07 -1.995219507459255457e+08 5.903994846514815837e+07 -1.733725769541227818e+08 1.506858909271873283e+10 -4.982532044382190704e+09 1.278740861463924199e+08 2.805899667969860435e+08
2.024525341117372215e+08 5.326053436625373960e+08 2.909870715121351168e+03 -9.208617243256166577e+07 2.057810718611901104e+08 -9.619948687672321498e+07 4.739422144579697847e+08 -4.982532044382190704e+09 5.365444482656004906e+09 -4.281364706860973239e+08 -1.411343993174796104e+09
-1.493068608050282858e+07 -6.210509631458642334e+07 -2.029754116626016582e+02 7.904910956613331102e+06 -1.456500746408937871e+07 9.608087125115498900e+06 -5.026801435957083851e+07 1.278740861463924199e+08 -4.281364706860973239e+08 6.902203669639791548e+07 1.743405167792075872e+08
-5.246511827432563901e+07 -1.728217205298187435e+08 -7.186792217730451284e+02 2.469281766556488350e+07 -4.972262361571750790e+07 3.031597080152701959e+07 -1.632379726146758497e+08 2.805899667969860435e+08 -1.411343993174796104e+09 1.743405167792075872e+08 7.253639733548917770e+08
