# HMCode_logT_AGN logA m_wdm mnu nnu ns ombh2 omch2 tau theta
2.745852656702202148e+04 -5.059492577159278444e+05 -9.948565769814697433e+02 1.074774535036469897e+05 1.067303500776947039e+05 -6.898238745529087028e+05 7.010156556681497954e+06 -6.700960241539459676e+06 3.218909399539803271e+05 1.453140823599739466e+06
-5.059492577159278444e+05 1.604244543957558833e+07 1.859772206254209959e+04 -2.050123262880473863e+06 -2.800528857381073758e+06 1.979873371526497975e+07 2.608289926589388028e+07 1.238287265246671736e+08 -1.873072081601131707e+07 -5.378313061517037451e+07
-9.948565769814697433e+02 1.859772206254209959e+04 5.162900731863862802e+01 -3.641248932264652922e+03 -3.630261421020672060e+03 2.531501877534449522e+04 -2.515184537344059208e+05 2.261776466011512093e+05 -1.375072694449240953e+04 -4.981783163221748691e+04
1.074774535036469897e+05 -2.050123262880473863e+06 -3.641248932264652922e+03 4.624948975228636991e+05 4.498715781898241839e+05 -2.745695069337111432e+06 2.991799739214017987e+07 -2.857538501708358899e+07 1.137307634200138273e+06 6.205339201258139685e+06
1.067303500776947039e+05 -2.800528857381073758e+06 -3.630261421020672060e+03 4.498715781898241839e+05 5.671191613724635681e+05 -3.737719438384907320e+06 -1.946680464633727388e+04 -2.798782720687972009e+07 2.680238301412014756e+06 9.954089492308201268e+06
-6.898238745529087028e+05 1.979873371526497975e+07 2.531501877534449522e+04 -2.745695069337111432e+06 -3.737719438384907320e+06 2.622677038928968459e+07 4.451909533267879486e+07 1.697445836531650424e+08 -2.175066830433002114e+07 -7.082949308759400249e+07
7.010156556681497954e+06 2.608289926589388028e+07 -2.515184537344059208e+05 2.991799739214017987e+07 -1.946680464633727388e+04 4.451909533267879486e+07 1.090379962430248070e+10 -1.839299556689040184e+09 -2.375087795446871519e+08 -4.936873277896579504e+08
-6.700960241539459676e+06 1.238287265246671736e+08 2.261776466011512093e+05 -2.857538501708358899e+07 -2.798782720687972009e+07 1.697445836531650424e+08 -1.839299556689040184e+09 1.789337612735192299e+09 -6.398892201682786644e+07 -3.500352212200198174e+08
3.218909399539803271e+05 -1.873072081601131707e+07 -1.375072694449240953e+04 1.137307634200138273e+06 2.680238301412014756e+06 -2.175066830433002114e+07 -2.375087795446871519e+08 -6.398892201682786644e+07 2.980291503109554946e+07 6.793311773958982527e+07
1.453140823599739466e+06 -5.378313061517037451e+07 -4.981783163221748691e+04 6.205339201258139685e+06 9.954089492308201268e+06 -7.082949308759400249e+07 -4.936873277896579504e+08 -3.500352212200198174e+08 6.793311773958982527e+07 5.844813283756083250e+08
