# HMCode_logT_AGN logA m_wdm mnu nnu ns ombh2 omch2 tau theta
4.848433638749263628e+04 -1.155772974967652466e+06 -3.467905593881990001e+01 2.218665085174847918e+05 2.280650888991036627e+05 -1.362411649048997322e+06 1.196953370598650165e+07 -1.333247410854842328e+07 8.705584532434513094e+05 3.362157691525912844e+06
-1.155772974967652466e+06 6.146619188838560879e+07 6.614961034428158655e+02 -9.399758518704438582e+06 -1.003054933529667556e+07 4.965913763412294537e+07 -3.748273580975590348e+08 5.077746100563265681e+08 -5.994638147293149680e+07 -1.642287643605123758e+08
-3.467905593881990001e+01 6.614961034428158655e+02 3.711092050397764297e-02 -1.287790460037040532e+02 -1.316930534826486792e+02 9.017269065329910518e+02 -7.902181674929687688e+03 7.995128422172938372e+03 -4.941816793620961903e+02 -1.880918327486640692e+03
2.218665085174847918e+05 -9.399758518704438582e+06 -1.287790460037040532e+02 1.656082715836211573e+06 1.633182338197030593e+06 -7.783093008407902904e+06 9.357917773665879667e+07 -9.145451276329228282e+07 7.795087841333624907e+06 2.414472662453760952e+07
2.280650888991036627e+05 -1.003054933529667556e+07 -1.316930534826486792e+02 1.633182338197030593e+06 1.757569624009719817e+06 -8.967941495800843462e+06 5.939638930209132284e+07 -9.103695683586695790e+07 9.189961181794803590e+06 2.858300593475608155e+07
-1.362411649048997322e+06 4.965913763412294537e+07 9.017269065329910518e+02 -7.783093008407902904e+06 -8.967941495800843462e+06 5.173695410999140143e+07 -1.805999479787259400e+08 4.486099733221912980e+08 -4.794656853185326606e+07 -1.539763136648560166e+08
1.196953370598650165e+07 -3.748273580975590348e+08 -7.902181674929687688e+03 9.357917773665879667e+07 5.939638930209132284e+07 -1.805999479787259400e+08 1.538602705335846901e+10 -5.068402277944053650e+09 1.314053419249256104e+08 2.823639136421046257e+08
-1.333247410854842328e+07 5.077746100563265681e+08 7.995128422172938372e+03 -9.145451276329228282e+07 -9.103695683586695790e+07 4.486099733221912980e+08 -5.068402277944053650e+09 5.141473068968367577e+09 -4.096342389075526595e+08 -1.330618175428163528e+09
8.705584532434513094e+05 -5.994638147293149680e+07 -4.941816793620961903e+02 7.795087841333624907e+06 9.189961181794803590e+06 -4.794656853185326606e+07 1.314053419249256104e+08 -4.096342389075526595e+08 6.718924653620626032e+07 1.676425138762326539e+08
3.362157691525912844e+06 -1.642287643605123758e+08 -1.880918327486640692e+03 2.414472662453760952e+07 2.858300593475608155e+07 -1.539763136648560166e+08 2.823639136421046257e+08 -1.330618175428163528e+09 1.676425138762326539e+08 6.983709136038128138e+08
