# HMCode_logT_AGN A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
4.850200983036096295e+04 -8.946956433228981914e+05 -2.706908817636622189e+01 1.197308788143341616e+07 2.219322989024683193e+05 8.707945277004044037e+05 2.281204198960069916e+05 -1.362840230055696797e+06 3.362823734414692037e+06 -1.156090798824328464e+06 -1.333628495807191916e+07 -9.268085379791782470e+05
-8.946956433228981914e+05 3.197224069201808423e+07 1.369649286588719406e+03 -1.876171896967571676e+08 -3.108872473114707507e+06 -1.377385979827725887e+07 -3.244414884027570486e+06 2.329156139284822345e+07 -4.759519427165298909e+07 1.687910158912675828e+07 1.939084206447834074e+08 4.069825992347798496e+07
-2.706908817636622189e+01 1.369649286588719406e+03 8.537465772063239366e-02 -6.563748624188697249e+03 -9.344944242750817409e+01 -3.845947984525467405e+02 -9.353087485733276196e+01 6.982664901274487192e+02 -1.286405909834636077e+03 4.931324502501507254e+02 5.820929010507741623e+03 2.079992985328275608e+03
1.197308788143341616e+07 -1.876171896967571676e+08 -6.563748624188697249e+03 1.538642961258173943e+10 9.360531444605423510e+07 1.314499878400062025e+08 5.939392817669505626e+07 -1.806854653268945217e+08 2.819469858370583653e+08 -3.748892906375428438e+08 -5.068491741440247536e+09 -2.184905278807863891e+08
2.219322989024683193e+05 -3.108872473114707507e+06 -9.344944242750817409e+01 9.360531444605423510e+07 1.655576907749192091e+06 7.795959986009391956e+06 1.634153753233497730e+06 -7.784681693029346876e+06 2.418042665586056560e+07 -9.400937461749592796e+06 -9.150773782902042568e+07 -3.164211575808046386e+06
8.707945277004044037e+05 -1.377385979827725887e+07 -3.845947984525467405e+02 1.314499878400062025e+08 7.795959986009391956e+06 6.719283242152793705e+07 9.190695418485220522e+06 -4.795237356779873371e+07 1.676515804862250984e+08 -5.995080654691896588e+07 -4.096843248300872445e+08 -1.337567406022311747e+07
2.281204198960069916e+05 -3.244414884027570486e+06 -9.353087485733276196e+01 5.939392817669505626e+07 1.634153753233497730e+06 9.190695418485220522e+06 1.756954283508239780e+06 -8.969255511627977714e+06 2.855100191849979386e+07 -1.003153207395945117e+07 -9.100894631014107168e+07 -3.194877138767336495e+06
-1.362840230055696797e+06 2.329156139284822345e+07 6.982664901274487192e+02 -1.806854653268945217e+08 -7.784681693029346876e+06 -4.795237356779873371e+07 -8.969255511627977714e+06 5.174730395899118483e+07 -1.539918711799775958e+08 4.966684046651735157e+07 4.487014916529514194e+08 2.368580108691054583e+07
3.362823734414692037e+06 -4.759519427165298909e+07 -1.286405909834636077e+03 2.819469858370583653e+08 2.418042665586056560e+07 1.676515804862250984e+08 2.855100191849979386e+07 -1.539918711799775958e+08 6.969061240936065912e+08 -1.642405924376347065e+08 -1.329029631204266548e+09 -4.456034013554046303e+07
-1.156090798824328464e+06 1.687910158912675828e+07 4.931324502501507254e+02 -3.748892906375428438e+08 -9.400937461749592796e+06 -5.995080654691896588e+07 -1.003153207395945117e+07 4.966684046651735157e+07 -1.642405924376347065e+08 6.147196327422774583e+07 5.078425975715010762e+08 1.685961366513924673e+07
-1.333628495807191916e+07 1.939084206447834074e+08 5.820929010507741623e+03 -5.068491741440247536e+09 -9.150773782902042568e+07 -4.096843248300872445e+08 -9.100894631014107168e+07 4.487014916529514194e+08 -1.329029631204266548e+09 5.078425975715010762e+08 5.140267927396935463e+09 1.973948827747081220e+08
-9.268085379791782470e+05 4.069825992347798496e+07 2.079992985328275608e+03 -2.184905278807863891e+08 -3.164211575808046386e+06 -1.337567406022311747e+07 -3.194877138767336495e+06 2.368580108691054583e+07 -4.456034013554046303e+07 1.685961366513924673e+07 1.973948827747081220e+08 5.695418187646215409e+07
