# HMCode_logT_AGN logA m_wdm mnu nnu ns ombh2 omch2 tau theta
2.763445675302950985e+04 -5.091487670102390111e+05 -1.320038356855985029e+01 1.081522379572162754e+05 1.072680735281200032e+05 -6.941573618004391901e+05 7.048693465344424360e+06 -6.739458385367432609e+06 3.242317520379877533e+05 1.459119303654281190e+06
-5.091487670102390111e+05 1.610291906111402437e+07 2.470450044044521007e+02 -2.062304712941285223e+06 -2.810289803823458031e+06 1.987904717926687002e+07 2.540305058223986626e+07 1.245185794049932808e+08 -1.877850649095375836e+07 -5.389458956745456159e+07
-1.320038356855985029e+01 2.470450044044521007e+02 9.792141664757222225e-03 -4.817999275175876051e+01 -4.790601823213110322e+01 3.367651935316788467e+02 -3.344015198708992102e+03 2.989297601295395907e+03 -1.839654213910968110e+02 -6.556501919097103155e+02
1.081522379572162754e+05 -2.062304712941285223e+06 -4.817999275175876051e+01 4.650707116758539923e+05 4.519389490478169755e+05 -2.762230672824798152e+06 3.006779244641000032e+07 -2.872308422011844069e+07 1.146136020284712780e+06 6.228424159183436073e+06
1.072680735281200032e+05 -2.810289803823458031e+06 -4.790601823213110322e+01 4.519389490478169755e+05 5.686907817138140090e+05 -3.750829413815372624e+06 9.463762939330103109e+04 -2.810378869196471199e+07 2.687492533304163255e+06 9.970644522785300389e+06
-6.941573618004391901e+05 1.987904717926687002e+07 3.367651935316788467e+02 -2.762230672824798152e+06 -3.750829413815372624e+06 2.633484132242893800e+07 4.357717381903697550e+07 1.706826248441179395e+08 -2.181201293330319971e+07 -7.097541916549132764e+07
7.048693465344424360e+06 2.540305058223986626e+07 -3.344015198708992102e+03 3.006779244641000032e+07 9.463762939330103109e+04 4.357717381903697550e+07 1.091222838929652786e+10 -1.847776744756631374e+09 -2.370414540217003822e+08 -4.925096961551685929e+08
-6.739458385367432609e+06 1.245185794049932808e+08 2.989297601295395907e+03 -2.872308422011844069e+07 -2.810378869196471199e+07 1.706826248441179395e+08 -1.847776744756631374e+09 1.797752311054553032e+09 -6.448295204669210315e+07 -3.512932997368752956e+08
3.242317520379877533e+05 -1.877850649095375836e+07 -1.839654213910968110e+02 1.146136020284712780e+06 2.687492533304163255e+06 -2.181201293330319971e+07 -2.370414540217003822e+08 -6.448295204669210315e+07 2.984543197328745946e+07 6.802164715102012455e+07
1.459119303654281190e+06 -5.389458956745456159e+07 -6.556501919097103155e+02 6.228424159183436073e+06 9.970644522785300389e+06 -7.097541916549132764e+07 -4.925096961551685929e+08 -3.512932997368752956e+08 6.802164715102012455e+07 5.846442299602664709e+08
