# HMCode_logT_AGN m_wdm ombh2 mnu tau nnu ns theta logA omch2
4.849835850851258147e+04 -8.415016926181390744e+00 1.197237437663569860e+07 2.219192299490984879e+05 8.707472789580713725e+05 2.281094081554283330e+05 -1.362754689404993318e+06 3.362690981808141340e+06 -1.156027459706204245e+06 -1.333552454779594764e+07
-8.415016926181390744e+00 2.211643266718280390e-03 -1.918062851392395260e+03 -3.123616723254384908e+01 -1.197417605868891997e+02 -3.193508176976957103e+01 2.188409014601460854e+02 -4.559031937033013264e+02 1.603826021951874452e+02 1.939512009864244646e+03
1.197237437663569860e+07 -1.918062851392395260e+03 1.538629409917313385e+10 9.360277271469664574e+07 1.314412801661770791e+08 5.939186888880167156e+07 -1.806689756824878752e+08 2.819233616304416060e+08 -3.748772912156568766e+08 -5.068344753140474319e+09
2.219192299490984879e+05 -3.123616723254384908e+01 9.360277271469664574e+07 1.655529491531634005e+06 7.795790333443462849e+06 1.634114100979238981e+06 -7.784375129385190085e+06 2.417995100013677031e+07 -9.400709060833308846e+06 -9.150498712903276086e+07
8.707472789580713725e+05 -1.197417605868891997e+02 1.314412801661770791e+08 7.795790333443462849e+06 6.719213444464446604e+07 9.190553292701898143e+06 -4.795124924307461828e+07 1.676498319871854186e+08 -5.994994584237247705e+07 -4.096745787378618717e+08
2.281094081554283330e+05 -3.193508176976957103e+01 5.939186888880167156e+07 1.634114100979238981e+06 9.190553292701898143e+06 1.756922730068238918e+06 -8.969003096494855359e+06 2.855064257982239872e+07 -1.003134267316534743e+07 -9.100668430077467859e+07
-1.362754689404993318e+06 2.188409014601460854e+02 -1.806689756824878752e+08 -7.784375129385190085e+06 -4.795124924307461828e+07 -8.969003096494855359e+06 5.174531153893350810e+07 -1.539888931584444344e+08 4.966535288150523603e+07 4.486838117869690657e+08
3.362690981808141340e+06 -4.559031937033013264e+02 2.819233616304416060e+08 2.417995100013677031e+07 1.676498319871854186e+08 2.855064257982239872e+07 -1.539888931584444344e+08 6.969022311234745979e+08 -1.642383213232446313e+08 -1.329003030485993624e+09
-1.156027459706204245e+06 1.603826021951874452e+02 -3.748772912156568766e+08 -9.400709060833308846e+06 -5.994994584237247705e+07 -1.003134267316534743e+07 4.966535288150523603e+07 -1.642383213232446313e+08 6.147084412118604034e+07 5.078294285711163878e+08
-1.333552454779594764e+07 1.939512009864244646e+03 -5.068344753140474319e+09 -9.150498712903276086e+07 -4.096745787378618717e+08 -9.100668430077467859e+07 4.486838117869690657e+08 -1.329003030485993624e+09 5.078294285711163878e+08 5.140109128666525841e+09
