# A_ksz logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.173567973753997311e+07 1.802105817020507529e+07 1.135814437077378097e+05 -2.965317366377125029e+06 4.033696667143697292e+07 -3.496335758582512848e+06 2.444409680682333559e+07 -1.702213873096807003e+08 2.015699594250955284e+08 -1.486753855097959749e+07 -5.229884264153993875e+07
1.802105817020507529e+07 6.415929162761455029e+07 4.689781245745359774e+04 -9.540036118695747107e+06 1.796911290955910832e+07 -1.057117225336057320e+07 5.249230818386857212e+07 -3.710098329520702362e+08 5.320718607148926258e+08 -6.206895712859184295e+07 -1.727220164955341220e+08
1.135814437077378097e+05 4.689781245745359774e+04 5.249996178762181671e+02 -7.831790123040868821e+03 1.676487108974821749e+05 -9.061803024197130071e+03 6.545266943175302004e+04 -5.219891376509980764e+05 5.387451781702336157e+05 -3.729824050210832502e+04 -1.295557846201904176e+05
-2.965317366377125029e+06 -9.540036118695747107e+06 -7.831790123040868821e+03 1.618493413424491882e+06 -2.978080408544059377e+06 1.663981149680688512e+06 -7.863373775306255557e+06 8.953999462837988138e+07 -9.198502620382599533e+07 7.898484883713238873e+06 2.467392998523170501e+07
4.033696667143697292e+07 1.796911290955910832e+07 1.676487108974821749e+05 -2.978080408544059377e+06 5.636555259084682912e+07 -3.450638993404232897e+06 2.492231290822644532e+07 -1.985020590568609834e+08 2.046706339106917679e+08 -1.448651925604000688e+07 -4.951894992699553072e+07
-3.496335758582512848e+06 -1.057117225336057320e+07 -9.061803024197130071e+03 1.663981149680688512e+06 -3.450638993404232897e+06 1.867948360263030278e+06 -9.539385894791251048e+06 5.896637476209531724e+07 -9.610599930957083404e+07 9.602017987331513315e+06 3.029969058012172580e+07
2.444409680682333559e+07 5.249230818386857212e+07 6.545266943175302004e+04 -7.863373775306255557e+06 2.492231290822644532e+07 -9.539385894791251048e+06 5.452600216869327426e+07 -1.727977822466481328e+08 4.732333000583196282e+08 -5.022114354099824280e+07 -1.631081752052311599e+08
-1.702213873096807003e+08 -3.710098329520702362e+08 -5.219891376509980764e+05 8.953999462837988138e+07 -1.985020590568609834e+08 5.896637476209531724e+07 -1.727977822466481328e+08 1.506458684537427521e+10 -4.977486108815234184e+09 1.275692913807324320e+08 2.797184789979106188e+08
2.015699594250955284e+08 5.320718607148926258e+08 5.387451781702336157e+05 -9.198502620382599533e+07 2.046706339106917679e+08 -9.610599930957083404e+07 4.732333000583196282e+08 -4.977486108815234184e+09 5.359158035071512222e+09 -4.277384325552921295e+08 -1.410202803875837088e+09
-1.486753855097959749e+07 -6.206895712859184295e+07 -3.729824050210832502e+04 7.898484883713238873e+06 -1.448651925604000688e+07 9.602017987331513315e+06 -5.022114354099824280e+07 1.275692913807324320e+08 -4.277384325552921295e+08 6.899232895209427178e+07 1.742630978332053423e+08
-5.229884264153993875e+07 -1.727220164955341220e+08 -1.295557846201904176e+05 2.467392998523170501e+07 -4.951894992699553072e+07 3.029969058012172580e+07 -1.631081752052311599e+08 2.797184789979106188e+08 -1.410202803875837088e+09 1.742630978332053423e+08 7.251760148184235096e+08
